"dispnum3","dispnum4","stabb","ccode","stday","stmon","styear","endday","endmon","endyear","sidea","revstate","revtype1","revtype2","fatality","fatalpre","hiact","hostlev","orig","version"
2099,-9,"IND",750,10,12,1971,10,12,1971,1,0,0,-9,0,0,12,3,1,"4.01"
2100,-9,"CHN",710,12,4,1973,12,4,1973,0,1,2,-9,0,0,0,1,1,"4.01"
2100,-9,"IND",750,12,4,1973,12,4,1973,1,0,0,-9,0,0,7,3,1,"4.01"
2101,-9,"CHN",710,17,2,1979,-9,3,1979,1,1,1,-9,0,0,14,4,1,"4.01"
2101,-9,"IND",750,17,2,1979,-9,3,1979,0,1,1,-9,0,0,8,3,1,"4.01"
2102,-9,"CHN",710,16,6,1986,13,12,1987,0,1,1,-9,0,0,14,4,1,"4.01"
2102,-9,"IND",750,16,6,1986,13,12,1987,1,1,1,-9,0,0,14,4,1,"4.01"
2103,-9,"IRQ",645,14,12,1934,4,1,1935,0,1,1,-9,0,0,12,3,1,"4.01"
2103,-9,"IRN",630,14,12,1934,4,1,1935,1,1,1,-9,0,0,12,3,1,"4.01"
2106,-9,"IRN",630,18,12,1965,12,1,1966,0,1,2,-9,1,-9,17,4,1,"4.01"
2106,-9,"IRQ",645,18,12,1965,12,1,1966,1,1,2,-9,1,-9,17,4,1,"4.01"
2107,-9,"IRQ",645,23,5,1966,23,5,1966,1,1,2,-9,0,0,7,3,1,"4.01"
2107,-9,"IRN",630,23,5,1966,23,5,1966,0,1,2,-9,0,0,16,4,1,"4.01"
2109,-9,"IRN",630,20,1,1970,5,2,1970,0,0,0,-9,0,0,7,3,1,"4.01"
2109,-9,"IRQ",645,20,1,1970,5,2,1970,1,1,1,-9,0,0,15,4,1,"4.01"
2110,-9,"IRQ",645,10,4,1972,-9,5,1972,1,1,1,-9,1,-9,17,4,1,"4.01"
2110,-9,"IRN",630,10,4,1972,-9,5,1972,0,1,1,-9,1,-9,17,4,1,"4.01"
2111,-9,"IRN",630,2,1,1973,3,3,1973,1,1,2,-9,1,4,17,4,1,"4.01"
2111,-9,"IRQ",645,2,1,1973,3,3,1973,0,1,2,-9,1,2,17,4,1,"4.01"
2112,-9,"IRN",630,2,1,1973,13,3,1975,0,1,2,-9,2,-9,17,4,1,"4.01"
2112,-9,"IRQ",645,2,1,1973,13,3,1975,1,1,2,-9,2,-9,17,4,1,"4.01"
2113,-9,"IRN",630,27,2,1979,14,6,1979,0,1,2,-9,0,0,7,3,1,"4.01"
2113,-9,"IRQ",645,27,2,1979,14,6,1979,1,1,2,-9,0,0,16,4,1,"4.01"
2115,-9,"IRN",630,24,10,1979,20,8,1988,0,0,0,-9,6,-9,20,5,1,"4.01"
2115,-9,"IRQ",645,24,10,1979,20,8,1988,1,1,1,-9,6,-9,20,5,1,"4.01"
2116,-9,"MEX",70,19,10,1842,26,10,1842,0,0,0,-9,0,0,0,1,1,"4.01"
2116,-9,"USA",2,19,10,1842,26,10,1842,1,1,1,-9,0,0,16,4,1,"4.01"
2117,-9,"MEX",70,17,6,1870,18,6,1870,0,0,0,-9,0,0,0,1,1,"4.01"
2117,-9,"USA",2,17,6,1870,18,6,1870,1,0,0,-9,0,0,12,3,1,"4.01"
2118,-9,"ECU",130,15,1,1984,15,1,1984,0,1,1,-9,1,-9,17,4,1,"4.01"
2118,-9,"PER",135,15,1,1984,15,1,1984,1,0,0,-9,1,-9,17,4,1,"4.01"
2119,-9,"ECU",130,22,1,1981,5,3,1981,0,1,1,-9,0,0,17,4,1,"4.01"
2119,-9,"PER",135,22,1,1981,5,3,1981,1,0,0,-9,1,1,17,4,1,"4.01"
2120,-9,"ECU",130,8,6,1977,18,1,1978,1,1,1,-9,1,-9,17,4,1,"4.01"
2120,-9,"PER",135,8,6,1977,18,1,1978,0,0,0,-9,1,-9,17,4,1,"4.01"
2121,-9,"PER",135,27,2,1953,27,2,1953,1,0,0,-9,0,0,15,4,1,"4.01"
2121,-9,"ECU",130,27,2,1953,27,2,1953,0,1,1,-9,0,0,0,1,1,"4.01"
2122,-9,"ECU",130,21,10,1950,21,10,1950,0,1,1,-9,0,0,0,1,1,"4.01"
2122,-9,"PER",135,21,10,1950,21,10,1950,1,0,0,-9,0,0,10,3,1,"4.01"
2123,-9,"PER",135,26,2,1943,26,8,1943,1,0,0,-9,0,0,14,4,1,"4.01"
2123,-9,"ECU",130,26,2,1943,26,8,1943,0,1,1,-9,0,0,0,1,1,"4.01"
2124,-9,"ECU",130,11,2,1942,11,8,1942,0,0,0,-9,0,0,0,1,1,"4.01"
2124,-9,"PER",135,11,2,1942,11,8,1942,1,1,1,-9,0,0,14,4,1,"4.01"
2125,-9,"ECU",130,-9,4,1937,-9,12,1937,1,1,1,-9,0,0,7,3,1,"4.01"
2125,-9,"PER",135,-9,4,1937,-9,12,1937,0,0,0,-9,0,0,12,3,1,"4.01"
2126,-9,"PER",135,27,1,1911,27,1,1911,1,1,1,-9,0,0,17,4,1,"4.01"
2126,-9,"ECU",130,27,1,1911,27,1,1911,0,1,1,-9,1,-9,17,4,1,"4.01"
2127,-9,"PER",135,-9,8,1891,-9,9,1891,1,1,1,-9,0,0,7,3,1,"4.01"
2127,-9,"ECU",130,-9,8,1891,-9,9,1891,0,1,1,-9,0,0,12,3,1,"4.01"
2128,-9,"BOL",145,10,8,1886,10,8,1886,0,1,1,-9,0,0,0,1,1,"4.01"
2128,-9,"PAR",150,10,8,1886,10,8,1886,1,1,1,-9,0,0,11,3,1,"4.01"
2129,-9,"PAR",150,-9,4,1921,-9,4,1921,0,1,1,-9,0,0,11,3,1,"4.01"
2129,-9,"BOL",145,-9,4,1921,-9,4,1921,1,1,1,-9,0,0,11,3,1,"4.01"
2130,-9,"PAR",150,22,2,1923,8,10,1923,1,1,1,-9,0,0,11,3,1,"4.01"
2130,-9,"BOL",145,22,2,1923,8,10,1923,0,1,1,-9,0,0,11,3,1,"4.01"
2131,-9,"BOL",145,-9,8,1924,-9,12,1924,0,1,1,-9,0,0,11,3,1,"4.01"
2131,-9,"PAR",150,-9,8,1924,-9,12,1924,1,1,1,-9,0,0,11,3,1,"4.01"
2132,-9,"PAR",150,25,2,1927,26,2,1927,1,1,1,-9,1,1,12,3,1,"4.01"
2132,-9,"BOL",145,25,2,1927,26,2,1927,0,1,1,-9,0,0,16,4,1,"4.01"
2133,-9,"BOL",145,16,1,1930,4,4,1930,1,1,1,-9,1,-9,17,4,1,"4.01"
2133,-9,"PAR",150,16,1,1930,4,4,1930,0,1,1,-9,1,-9,17,4,1,"4.01"
2136,-9,"UKG",200,7,11,1974,16,2,1975,0,0,0,-9,0,0,0,1,1,"4.01"
2136,-9,"UGA",500,7,11,1974,16,2,1975,1,0,0,-9,0,0,8,3,1,"4.01"
2138,-9,"LIB",620,20,9,1972,21,9,1972,1,0,0,-9,0,0,7,3,1,"4.01"
2138,-9,"SUD",625,20,9,1972,21,9,1972,0,0,0,-9,0,0,15,4,1,"4.01"
2139,-9,"GUA",90,17,5,1977,8,7,1977,1,1,1,-9,0,0,7,3,1,"4.01"
