"dispnum3","dispnum4","stabb","ccode","stday","stmon","styear","endday","endmon","endyear","sidea","revstate","revtype1","revtype2","fatality","fatalpre","hiact","hostlev","orig","version"
2807,-9,"NIG",475,-9,5,1987,-9,5,1987,0,0,0,-9,0,0,17,4,1,"4.01"
2807,-9,"CAO",471,-9,5,1987,-9,5,1987,1,0,0,-9,0,0,17,4,1,"4.01"
2808,-9,"LBR",450,25,6,1987,9,7,1987,0,0,0,-9,0,0,0,1,1,"4.01"
2808,-9,"IRN",630,25,6,1987,9,7,1987,1,1,2,-9,0,0,16,4,1,"4.01"
2809,-9,"MAA",435,1,4,1987,18,4,1987,0,0,0,-9,0,0,7,3,1,"4.01"
2809,-9,"MOR",600,1,4,1987,18,4,1987,1,0,0,-9,0,0,7,3,1,"4.01"
2810,-9,"BOT",571,9,4,1987,9,4,1987,0,0,0,-9,0,0,0,1,1,"4.01"
2810,-9,"ZAM",551,9,4,1987,25,4,1987,0,0,0,-9,0,0,0,1,1,"4.01"
2810,-9,"SAF",560,9,4,1987,25,4,1987,1,1,2,-9,0,0,16,4,1,"4.01"
2811,-9,"PAN",95,29,4,1987,29,4,1987,0,0,0,-9,0,0,0,1,1,"4.01"
2811,-9,"IRQ",645,29,4,1987,29,4,1987,1,1,2,-9,0,0,16,4,1,"4.01"
2812,-9,"COL",100,13,8,1987,5,9,1987,1,1,1,-9,0,0,7,3,1,"4.01"
2812,-9,"VEN",101,13,8,1987,5,9,1987,0,0,0,-9,0,0,16,4,1,"4.01"
2815,-9,"MLT",338,20,6,1987,20,6,1987,0,0,0,-9,0,0,0,1,1,"4.01"
2815,-9,"IRQ",645,20,6,1987,20,6,1987,1,1,2,-9,0,0,16,4,1,"4.01"
2816,-9,"GFR",260,15,6,1987,15,6,1987,0,0,0,-9,0,0,0,1,1,"4.01"
2816,-9,"POL",290,15,6,1987,15,6,1987,1,0,0,-9,0,0,16,4,1,"4.01"
2817,-9,"GRC",350,1,9,1987,22,3,1988,0,0,0,-9,0,0,0,1,1,"4.01"
2817,-9,"IRN",630,1,9,1987,22,3,1988,1,1,2,-9,0,0,16,4,1,"4.01"
2818,-9,"CYP",352,10,9,1987,12,12,1987,0,0,0,-9,0,0,0,1,1,"4.01"
2818,-9,"IRN",630,10,9,1987,12,12,1987,1,1,2,-9,0,0,16,4,1,"4.01"
2819,-9,"GRC",350,7,7,1987,12,11,1987,0,0,0,-9,0,0,0,1,1,"4.01"
2819,-9,"IRQ",645,7,7,1987,12,11,1987,1,1,2,-9,0,0,16,4,1,"4.01"
2820,-9,"YUG",345,20,8,1987,20,8,1987,0,0,0,-9,0,0,0,1,1,"4.01"
2820,-9,"IRN",630,20,8,1987,20,8,1987,1,1,2,-9,0,0,16,4,1,"4.01"
2821,-9,"ITA",325,2,9,1987,2,9,1987,0,0,0,-9,0,0,0,1,1,"4.01"
2821,-9,"IRN",630,2,9,1987,2,9,1987,1,1,2,-9,0,0,16,4,1,"4.01"
2822,-9,"SPN",230,1,9,1987,1,9,1987,0,0,0,-9,0,0,0,1,1,"4.01"
2822,-9,"IRN",630,1,9,1987,1,9,1987,1,1,2,-9,0,0,16,4,1,"4.01"
2823,-9,"FRN",220,30,6,1987,20,1,1988,0,0,0,-9,0,0,0,1,1,"4.01"
2823,-9,"IRN",630,30,6,1987,20,1,1988,1,1,2,-9,0,0,16,4,1,"4.01"
2824,-9,"CYP",352,12,12,1987,14,5,1988,0,0,0,-9,0,0,0,1,1,"4.01"
2824,-9,"IRQ",645,12,12,1987,14,5,1988,1,1,2,-9,0,0,16,4,1,"4.01"
2825,-9,"SWD",380,27,6,1987,27,6,1987,0,0,0,-9,0,0,0,1,1,"4.01"
2825,-9,"IRN",630,27,6,1987,27,6,1987,1,1,2,-9,0,0,16,4,1,"4.01"
2826,-9,"USR",365,14,4,1987,7,11,1987,1,1,2,-9,0,0,7,3,1,"4.01"
2826,-9,"IRN",630,14,4,1987,7,11,1987,0,1,2,-9,0,0,16,4,1,"4.01"
2827,-9,"NOR",385,13,9,1987,13,9,1987,0,0,0,-9,0,0,0,1,1,"4.01"
2827,-9,"USR",365,13,9,1987,13,9,1987,1,0,0,-9,0,0,16,4,1,"4.01"
2828,-9,"RUM",360,23,11,1987,23,11,1987,0,0,0,-9,0,0,0,1,1,"4.01"
2828,-9,"IRN",630,23,11,1987,23,11,1987,1,1,2,-9,0,0,16,4,1,"4.01"
2832,-9,"NOR",385,8,1,1987,4,8,1988,0,0,0,-9,0,0,0,1,1,"4.01"
2832,-9,"IRN",630,8,1,1987,4,8,1988,1,1,2,-9,0,0,16,4,1,"4.01"
2833,-9,"NOR",385,14,12,1987,14,12,1987,0,0,0,-9,0,0,0,1,1,"4.01"
2833,-9,"IRQ",645,14,12,1987,14,12,1987,1,1,2,-9,0,0,16,4,1,"4.01"
2834,-9,"DEN",390,6,12,1987,12,2,1988,0,0,0,-9,0,0,0,1,1,"4.01"
2834,-9,"USA",2,19,12,1987,19,12,1987,0,0,0,-9,0,0,7,3,0,"4.01"
2834,-9,"IRN",630,6,12,1987,12,2,1988,1,1,2,-9,0,0,16,4,1,"4.01"
2835,-9,"GRC",350,-9,8,1878,-9,8,1878,0,1,1,-9,0,0,0,1,1,"4.01"
2835,-9,"TUR",640,-9,8,1878,-9,8,1878,1,0,0,-9,0,0,10,3,1,"4.01"
2836,-9,"TUR",640,25,5,1885,7,6,1886,0,0,0,-9,-9,-9,17,4,1,"4.01"
2836,-9,"GRC",350,25,5,1885,7,6,1886,1,1,1,-9,-9,-9,17,4,1,"4.01"
2838,-9,"JPN",740,14,2,1959,14,2,1959,0,0,0,-9,0,0,0,1,1,"4.01"
2838,-9,"ROK",732,14,2,1959,14,2,1959,1,1,2,-9,0,0,8,3,1,"4.01"
2840,-9,"ARG",160,17,1,1948,17,7,1948,1,1,1,-9,0,0,14,4,1,"4.01"
2840,-9,"UKG",200,17,1,1948,17,7,1948,0,0,0,-9,0,0,7,3,1,"4.01"
2840,-9,"CHL",155,17,1,1948,17,7,1948,1,1,1,-9,0,0,14,4,1,"4.01"
2841,-9,"THI",800,13,6,1959,13,6,1959,0,0,0,-9,0,0,0,1,1,"4.01"
2841,-9,"MYA",775,13,6,1959,13,6,1959,1,0,0,-9,0,0,16,4,1,"4.01"
2847,-9,"JPN",740,24,3,1955,26,10,1957,0,0,0,-9,0,0,0,1,1,"4.01"
2847,-9,"USR",365,24,3,1955,26,10,1957,1,1,2,-9,0,0,15,4,1,"4.01"
2849,-9,"CZE",315,29,7,1957,29,7,1957,0,0,0,-9,0,0,0,1,1,"4.01"
2849,-9,"USA",2,29,7,1957,29,7,1957,1,0,0,-9,0,0,12,3,1,"4.01"
2850,-9,"IND",750,-9,12,1956,19,3,1957,0,0,0,-9,0,0,0,1,1,"4.01"
2850,-9,"PAK",770,-9,12,1956,19,3,1957,1,1,2,-9,0,0,7,3,1,"4.01"
2852,-9,"JPN",740,4,6,1958,2,5,1959,0,0,0,-9,0,0,0,1,1,"4.01"
2852,-9,"USR",365,4,6,1958,2,5,1959,1,1,2,-9,0,0,15,4,1,"4.01"
2853,-9,"JPN",740,6,5,1958,7,5,1958,0,0,0,-9,0,0,0,1,1,"4.01"
2853,-9,"CHN",710,6,5,1958,7,5,1958,1,1,2,-9,0,0,16,4,1,"4.01"
2854,-9,"USA",2,7,6,1958,19,7,1958,1,0,0,-9,0,0,7,3,1,"4.01"
2854,-9,"GDR",265,7,6,1958,19,7,1958,0,1,2,-9,0,0,15,4,1,"4.01"
2855,-9,"BEL",211,29,5,1958,30,6,1958,1,0,0,-9,0,0,7,3,1,"4.01"
2855,-9,"GDR",265,29,5,1958,30,6,1958,0,1,2,-9,0,0,15,4,1,"4.01"
2857,-9,"USA",2,23,12,1957,9,1,1958,0,0,0,-9,0,0,0,1,1,"4.01"
2857,-9,"ALB",339,23,12,1957,9,1,1958,1,1,2,-9,0,0,16,4,1,"4.01"
2858,-9,"UKG",200,31,12,1957,3,1,1958,0,0,0,-9,0,0,0,1,1,"4.01"
2858,-9,"ALB",339,31,12,1957,3,1,1958,1,1,2,-9,0,0,15,4,1,"4.01"
2859,-9,"TAW",713,20,3,1959,10,5,1959,0,0,0,-9,0,0,0,1,1,"4.01"
2859,-9,"CHN",710,20,3,1959,10,5,1959,1,1,2,-9,0,0,15,4,1,"4.01"
2860,-9,"USR",365,28,3,1959,28,3,1959,0,0,0,-9,0,0,0,1,1,"4.01"
2860,-9,"BRA",140,28,3,1959,28,3,1959,1,1,2,-9,0,0,1,2,1,"4.01"
2861,-9,"JPN",740,28,1,1959,12,1,1960,0,0,0,-9,0,0,0,1,1,"4.01"
2861,-9,"USR",365,28,1,1959,12,1,1960,1,1,2,-9,0,0,15,4,1,"4.01"
2862,-9,"CHN",710,28,2,1959,28,2,1959,0,0,0,-9,0,0,0,1,1,"4.01"
2862,-9,"RVN",817,28,2,1959,28,2,1959,1,1,2,-9,0,0,15,4,1,"4.01"
2863,-9,"USR",365,27,2,1959,7,3,1959,0,0,0,-9,0,0,0,1,1,"4.01"
2863,-9,"PHI",840,27,2,1959,7,3,1959,1,1,2,-9,0,0,15,4,1,"4.01"
2865,-9,"ICE",395,1,9,1958,31,5,1959,1,1,2,-9,0,0,15,4,1,"4.01"
2865,-9,"UKG",200,1,9,1958,31,5,1959,0,0,0,-9,0,0,16,4,1,"4.01"
2869,-9,"IND",750,10,4,1959,12,4,1959,1,0,0,-9,0,0,12,3,1,"4.01"
2869,-9,"PAK",770,10,4,1959,12,4,1959,0,0,0,-9,0,0,16,4,1,"4.01"
2870,-9,"USA",2,19,3,1959,20,3,1959,1,0,0,-9,0,0,7,3,1,"4.01"
2870,-9,"SWZ",225,19,3,1959,20,3,1959,0,0,0,-9,0,0,15,4,1,"4.01"
2871,-9,"IRN",630,16,3,1959,15,7,1959,0,0,0,-9,0,0,0,1,1,"4.01"
2871,-9,"USR",365,16,3,1959,15,7,1959,1,1,2,-9,0,0,12,3,1,"4.01"
2873,-9,"JPN",740,22,6,1960,6,9,1960,0,0,0,-9,0,0,0,1,1,"4.01"
2873,-9,"USR",365,22,6,1960,6,9,1960,1,1,2,-9,0,0,15,4,1,"4.01"
2875,-9,"UKG",200,3,3,1960,30,4,1960,0,0,0,-9,0,0,16,4,1,"4.01"
2875,-9,"ICE",395,3,3,1960,30,4,1960,1,1,2,-9,0,0,16,4,1,"4.01"
2876,-9,"AUS",305,8,10,1960,8,10,1960,0,0,0,-9,0,0,0,1,1,"4.01"
2876,-9,"USA",2,8,10,1960,8,10,1960,1,0,0,-9,0,0,12,3,1,"4.01"
2877,-9,"ITA",325,31,7,1960,1,8,1960,1,0,0,-9,0,0,12,3,1,"4.01"
2877,-9,"AUS",305,31,7,1960,1,8,1960,0,0,0,-9,0,0,0,1,1,"4.01"
2878,-9,"HUN",310,31,7,1960,1,8,1960,1,0,0,-9,0,0,12,3,1,"4.01"
2878,-9,"AUS",305,31,7,1960,1,8,1960,0,0,0,-9,0,0,0,1,1,"4.01"
2880,-9,"MOR",600,1,11,1961,1,11,1961,0,0,0,-9,0,0,0,1,1,"4.01"
2880,-9,"SPN",230,1,11,1961,1,11,1961,1,1,2,-9,0,0,16,4,1,"4.01"
2884,-9,"CHN",710,14,3,1961,14,3,1961,0,0,0,-9,0,0,0,1,1,"4.01"
2884,-9,"RVN",817,14,3,1961,14,3,1961,1,1,2,-9,0,0,15,4,1,"4.01"
2885,-9,"IND",750,15,12,1960,13,4,1961,0,0,0,-9,0,0,0,1,1,"4.01"
2885,-9,"PAK",770,15,12,1960,13,4,1961,1,1,1,-9,0,0,12,3,1,"4.01"
2887,-9,"SPN",230,19,1,1961,19,1,1961,0,0,0,-9,0,0,0,1,1,"4.01"
2887,-9,"MOR",600,19,1,1961,19,1,1961,1,1,1,-9,0,0,12,3,1,"4.01"
2888,-9,"JPN",740,20,5,1962,6,9,1962,0,0,0,-9,0,0,0,1,1,"4.01"
2888,-9,"USR",365,20,5,1962,6,9,1962,1,1,2,-9,0,0,15,4,1,"4.01"
2890,-9,"GUI",438,11,3,1962,11,3,1962,0,0,0,-9,0,0,0,1,1,"4.01"
2890,-9,"POR",235,11,3,1962,11,3,1962,1,1,2,-9,0,0,12,3,1,"4.01"
2891,-9,"CHN",710,15,10,1966,15,10,1966,1,1,3,-9,1,-9,16,4,1,"4.01"
2891,-9,"TAW",713,15,10,1966,15,10,1966,0,1,3,-9,0,0,16,4,1,"4.01"
2892,-9,"TAW",713,21,1,1963,9,1,1966,0,1,3,-9,3,-9,17,4,1,"4.01"
2892,-9,"CHN",710,21,1,1963,9,1,1966,1,1,3,-9,1,-9,17,4,1,"4.01"
2894,-9,"JPN",740,17,11,1963,17,11,1963,0,0,0,-9,0,0,0,1,1,"4.01"
2894,-9,"INS",850,17,11,1963,17,11,1963,1,1,2,-9,0,0,15,4,1,"4.01"
2897,-9,"IRN",630,20,11,1963,20,11,1963,0,0,0,-9,1,2,0,1,1,"4.01"
2897,-9,"USR",365,20,11,1963,20,11,1963,1,1,2,-9,0,0,16,4,1,"4.01"
2898,-9,"GFR",260,28,9,1963,3,10,1963,1,0,0,-9,1,1,7,3,1,"4.01"
2898,-9,"CZE",315,28,9,1963,3,10,1963,0,1,2,-9,0,0,16,4,1,"4.01"
2899,-9,"USA",2,15,3,1963,15,3,1963,0,0,0,-9,0,0,0,1,1,"4.01"
2899,-9,"USR",365,15,3,1963,15,3,1963,1,0,0,-9,0,0,12,3,1,"4.01"
2901,-9,"USA",2,15,7,1964,15,7,1964,0,0,0,-9,0,0,0,1,1,"4.01"
2901,-9,"USR",365,15,7,1964,15,7,1964,1,1,2,-9,0,0,16,4,1,"4.01"
2904,-9,"MAL",820,29,3,1964,29,3,1964,0,0,0,-9,0,0,0,1,1,"4.01"
2904,-9,"INS",850,29,3,1964,29,3,1964,1,1,2,-9,0,0,16,4,1,"4.01"
2906,-9,"USA",2,19,12,1964,19,12,1964,0,0,0,-9,0,0,0,1,1,"4.01"
2906,-9,"EGY",651,19,12,1964,19,12,1964,1,1,2,-9,0,0,16,4,1,"4.01"
2907,-9,"SWD",380,24,9,1964,24,9,1964,0,0,0,-9,0,0,0,1,1,"4.01"
2907,-9,"USR",365,24,9,1964,24,9,1964,1,1,2,-9,0,0,12,3,1,"4.01"
2908,-9,"GFR",260,2,9,1964,16,9,1964,0,0,0,-9,0,0,0,1,1,"4.01"
2908,-9,"USR",365,2,9,1964,16,9,1964,1,1,2,-9,0,0,7,3,1,"4.01"
2913,-9,"MAL",820,5,3,1965,5,3,1965,0,0,0,-9,0,0,0,1,1,"4.01"
2913,-9,"INS",850,5,3,1965,5,3,1965,1,1,2,-9,0,0,15,4,1,"4.01"
2914,-9,"JPN",740,12,1,1965,13,2,1965,0,0,0,-9,0,0,0,1,1,"4.01"
2914,-9,"INS",850,12,1,1965,13,2,1965,1,1,2,-9,0,0,15,4,1,"4.01"
2915,-9,"UKG",200,22,5,1965,22,5,1965,0,0,0,-9,0,0,0,1,1,"4.01"
2915,-9,"USR",365,22,5,1965,22,5,1965,1,0,0,-9,0,0,7,3,1,"4.01"
2916,-9,"USA",2,27,4,1965,2,5,1965,1,0,0,-9,0,0,17,4,1,"4.01"
2916,-9,"PRK",731,27,4,1965,2,5,1965,0,1,2,-9,0,0,17,4,1,"4.01"
2918,-9,"UKG",200,25,4,1966,25,4,1966,0,0,0,-9,0,0,0,1,1,"4.01"
2918,-9,"INS",850,25,4,1966,25,4,1966,1,1,2,-9,0,0,16,4,1,"4.01"
2919,-9,"JPN",740,15,3,1966,15,3,1966,0,0,0,-9,0,0,0,1,1,"4.01"
2919,-9,"ROK",732,15,3,1966,15,3,1966,1,1,2,-9,0,0,16,4,1,"4.01"
2920,-9,"ROK",732,22,1,1966,22,1,1966,0,0,0,-9,0,0,0,1,1,"4.01"
2920,-9,"CHN",710,22,1,1966,22,1,1966,1,1,2,-9,0,0,15,4,1,"4.01"
2921,-9,"USA",2,14,7,1966,14,7,1966,0,0,0,-9,0,0,0,1,1,"4.01"
2921,-9,"USR",365,14,7,1966,14,7,1966,1,0,0,-9,0,0,7,3,1,"4.01"
2922,-9,"USR",365,15,6,1968,15,6,1968,0,0,0,-9,0,0,0,1,1,"4.01"
2922,-9,"VEN",101,15,6,1968,15,6,1968,1,1,2,-9,0,0,15,4,1,"4.01"
2923,-9,"USR",365,4,5,1968,22,5,1968,0,0,0,-9,0,0,0,1,1,"4.01"
2923,-9,"BRA",140,4,5,1968,22,5,1968,1,1,2,-9,0,0,15,4,1,"4.01"
2924,-9,"EGY",651,13,2,1968,13,2,1968,0,1,2,-9,0,0,0,1,1,"4.01"
2924,-9,"USA",2,13,2,1968,13,2,1968,1,0,0,-9,0,0,7,3,1,"4.01"
2925,-9,"JPN",740,28,9,1968,8,11,1968,0,0,0,-9,0,0,0,1,1,"4.01"
2925,-9,"USR",365,28,9,1968,8,11,1968,1,1,2,-9,0,0,15,4,1,"4.01"
2926,-9,"UKG",200,30,6,1968,17,11,1968,0,0,0,-9,0,0,0,1,1,"4.01"
2926,-9,"CHN",710,30,6,1968,17,11,1968,1,1,2,-9,0,0,15,4,1,"4.01"
2927,-9,"USR",365,22,6,1968,22,6,1968,0,0,0,-9,0,0,0,1,1,"4.01"
2927,-9,"ARG",160,22,6,1968,22,6,1968,1,1,2,-9,0,0,15,4,1,"4.01"
2928,-9,"USA",2,30,6,1968,2,7,1968,0,0,0,-9,0,0,0,1,1,"4.01"
2928,-9,"USR",365,30,6,1968,2,7,1968,1,1,2,-9,0,0,15,4,1,"4.01"
2929,-9,"CHN",710,9,4,1965,23,11,1967,0,0,0,-9,-9,-9,17,4,1,"4.01"
2929,-9,"USA",2,9,4,1965,23,11,1967,1,1,2,-9,-9,-9,17,4,1,"4.01"
2930,-9,"USA",2,10,5,1967,16,5,1967,0,0,0,-9,0,0,0,1,1,"4.01"
2930,-9,"ROK",732,10,5,1967,16,5,1967,0,0,0,-9,0,0,0,1,1,"4.01"
2930,-9,"JPN",740,10,5,1967,16,5,1967,0,0,0,-9,0,0,0,1,1,"4.01"
2930,-9,"USR",365,10,5,1967,16,5,1967,1,1,2,-9,0,0,7,3,1,"4.01"
2931,-9,"USR",365,28,4,1967,28,4,1967,0,0,0,-9,0,0,0,1,1,"4.01"
2931,-9,"USA",2,28,4,1967,28,4,1967,1,1,2,-9,0,0,7,3,1,"4.01"
2932,-9,"GFR",260,12,10,1967,12,10,1967,0,0,0,-9,0,0,0,1,1,"4.01"
2932,-9,"GDR",265,12,10,1967,12,10,1967,1,1,2,-9,0,0,16,4,1,"4.01"
2933,-9,"USR",365,12,4,1967,30,4,1967,0,0,0,-9,0,0,15,4,1,"4.01"
2933,-9,"NTH",210,12,4,1967,30,4,1967,1,0,2,-9,0,0,15,4,1,"4.01"
2934,-9,"USR",365,2,3,1967,22,3,1967,0,0,0,-9,0,0,0,1,1,"4.01"
2934,-9,"USA",2,2,3,1967,22,3,1967,1,1,2,-9,0,0,15,4,1,"4.01"
2935,-9,"TAW",713,8,9,1967,8,9,1967,1,1,3,-9,1,-9,7,3,1,"4.01"
2935,-9,"CHN",710,8,9,1967,8,9,1967,0,1,3,-9,0,0,16,4,1,"4.01"
2936,-9,"CHN",710,19,9,1969,4,10,1969,0,0,0,-9,0,0,0,1,1,"4.01"
2936,-9,"USA",2,19,9,1969,4,10,1969,1,1,2,-9,0,0,16,4,1,"4.01"
2937,-9,"JPN",740,9,8,1969,22,8,1969,0,0,0,-9,0,0,0,1,1,"4.01"
2937,-9,"USR",365,9,8,1969,22,8,1969,1,1,2,-9,0,0,16,4,1,"4.01"
2938,-9,"THI",800,4,2,1969,4,2,1969,0,0,0,-9,0,-9,17,4,1,"4.01"
2938,-9,"CAM",811,4,2,1969,4,2,1969,1,0,0,-9,0,-9,17,4,1,"4.01"
2940,-9,"CUB",40,20,11,1968,19,12,1968,0,0,0,-9,0,0,0,1,1,"4.01"
2940,-9,"VEN",101,20,11,1968,19,12,1968,1,1,2,-9,0,0,15,4,1,"4.01"
2942,-9,"SAL",92,14,11,1970,14,11,1970,0,0,0,-9,0,0,0,1,1,"4.01"
2942,-9,"GUA",90,14,11,1970,14,11,1970,1,1,2,-9,0,0,16,4,1,"4.01"
2944,-9,"GFR",260,28,1,1971,28,1,1971,0,0,0,-9,0,0,7,3,1,"4.01"
2944,-9,"GDR",265,28,1,1971,28,1,1971,1,0,0,-9,0,0,16,4,1,"4.01"
2946,-9,"USA",2,24,2,1971,27,12,1971,1,1,2,-9,0,0,15,4,1,"4.01"
2946,-9,"CUB",40,24,2,1971,27,12,1971,0,0,0,-9,0,0,15,4,1,"4.01"
2947,-9,"CHN",710,9,3,1971,9,3,1971,1,0,0,-9,0,0,1,2,1,"4.01"
2947,-9,"USA",2,9,3,1971,9,3,1971,0,1,2,-9,0,0,0,1,1,"4.01"
2948,-9,"CHN",710,22,8,1972,22,8,1972,0,0,0,-9,0,0,0,1,1,"4.01"
2948,-9,"USA",2,22,8,1972,22,8,1972,1,1,2,-9,0,0,16,4,1,"4.01"
2949,-9,"USR",365,17,1,1972,24,1,1972,0,0,0,-9,0,0,0,1,1,"4.01"
2949,-9,"USA",2,17,1,1972,24,1,1972,1,1,2,-9,0,0,15,4,1,"4.01"
2950,-9,"USA",2,21,3,1973,21,3,1973,0,0,0,-9,0,0,0,1,1,"4.01"
2950,-9,"LIB",620,21,3,1973,21,3,1973,1,1,2,-9,0,0,16,4,1,"4.01"
2951,-9,"USA",2,23,2,1974,24,2,1974,0,0,0,-9,0,0,0,1,1,"4.01"
2951,-9,"CUB",40,23,2,1974,24,2,1974,1,1,2,-9,0,0,15,4,1,"4.01"
2955,-9,"THI",800,24,4,1975,24,4,1975,0,0,0,-9,0,0,0,1,1,"4.01"
2955,-9,"MYA",775,24,4,1975,24,4,1975,1,1,2,-9,0,0,16,4,1,"4.01"
2956,-9,"ROK",732,-9,6,1976,-9,6,1976,0,0,0,-9,0,0,0,1,1,"4.01"
2956,-9,"CHN",710,-9,6,1976,-9,6,1976,1,1,2,-9,0,0,15,4,1,"4.01"
2958,-9,"CUB",40,7,1,1976,7,1,1976,0,0,0,-9,0,0,0,1,1,"4.01"
2958,-9,"USA",2,7,1,1976,7,1,1976,1,1,2,-9,0,0,15,4,1,"4.01"
2959,-9,"IRN",630,24,11,1976,25,11,1976,0,0,0,-9,0,0,7,3,1,"4.01"
2959,-9,"YPR",680,24,11,1976,25,11,1976,1,1,2,-9,0,0,16,4,1,"4.01"
2960,-9,"PRK",731,7,10,1976,8,10,1976,0,0,0,-9,0,0,0,1,1,"4.01"
2960,-9,"USA",2,7,10,1976,8,10,1976,1,1,2,-9,0,0,7,3,1,"4.01"
2961,-9,"SAU",670,12,4,1976,13,4,1976,1,0,0,-9,0,0,7,3,1,"4.01"
2961,-9,"ISR",666,12,4,1976,13,4,1976,0,1,2,-9,0,0,15,4,1,"4.01"
2962,-9,"USA",2,26,4,1977,12,7,1977,0,0,0,-9,0,0,0,1,1,"4.01"
2962,-9,"CUB",40,26,4,1977,12,7,1977,1,1,2,-9,0,0,15,4,1,"4.01"
2963,-9,"JPN",740,10,11,1977,12,11,1977,0,0,0,-9,0,0,0,1,1,"4.01"
2963,-9,"PRK",731,10,11,1977,12,11,1977,1,1,2,-9,0,0,15,4,1,"4.01"
2964,-9,"JPN",740,7,9,1977,7,9,1977,0,0,0,-9,0,0,7,3,1,"4.01"
2964,-9,"USR",365,7,9,1977,7,9,1977,1,0,0,-9,0,0,7,3,1,"4.01"
2965,-9,"ITA",325,30,7,1978,30,7,1978,0,0,0,-9,0,0,0,1,1,"4.01"
2965,-9,"LIB",620,30,7,1978,30,7,1978,1,1,2,-9,0,0,15,4,1,"4.01"
2967,-9,"USA",2,14,11,1979,14,11,1979,0,0,0,-9,0,0,0,1,1,"4.01"
2967,-9,"PER",135,14,11,1979,14,11,1979,1,1,2,-9,0,0,15,4,1,"4.01"
2968,-9,"USA",2,26,8,1979,26,8,1979,0,0,0,-9,0,0,0,1,1,"4.01"
2968,-9,"CAN",20,26,8,1979,26,8,1979,1,1,2,-9,0,0,15,4,1,"4.01"
2969,-9,"CUB",40,12,7,1980,12,7,1980,0,0,0,-9,0,0,0,1,1,"4.01"
2969,-9,"MOR",600,12,7,1980,12,7,1980,1,1,2,-9,0,0,16,4,1,"4.01"
2971,-9,"PRK",731,14,8,1981,8,1,1982,0,0,0,-9,0,0,0,1,1,"4.01"
2971,-9,"USA",2,14,8,1981,8,1,1982,1,1,2,-9,0,0,7,3,1,"4.01"
2972,-9,"USA",2,17,7,1981,30,7,1981,0,1,2,-9,0,0,7,3,1,"4.01"
2972,-9,"CUB",40,17,7,1981,30,7,1981,1,0,0,-9,0,0,7,3,1,"4.01"
2973,-9,"USR",365,5,6,1982,4,10,1982,1,0,0,-9,0,0,12,3,1,"4.01"
2973,-9,"SWD",380,5,6,1982,4,10,1982,0,1,2,-9,0,0,16,4,1,"4.01"
2974,-9,"JPN",740,24,4,1982,13,7,1982,0,0,0,-9,0,0,0,1,1,"4.01"
2974,-9,"PRK",731,24,4,1982,13,7,1982,1,1,2,-9,0,0,15,4,1,"4.01"
2975,-9,"CHN",710,8,3,1982,8,3,1982,0,0,0,-9,0,0,0,1,1,"4.01"
2975,-9,"DRV",816,8,3,1982,8,3,1982,1,0,0,-9,0,0,16,4,1,"4.01"
2976,-9,"JPN",740,3,4,1982,3,4,1982,0,1,2,-9,0,0,7,3,1,"4.01"
2976,-9,"USR",365,3,4,1982,3,4,1982,1,0,0,-9,0,0,12,3,1,"4.01"
2977,-9,"NIC",93,9,3,1982,8,6,1982,0,0,0,-9,0,0,16,4,1,"4.01"
2977,-9,"USA",2,9,3,1982,8,6,1982,1,1,3,-9,0,0,7,3,1,"4.01"
2981,-9,"CUB",40,19,4,1983,19,4,1983,0,0,0,-9,0,0,0,1,1,"4.01"
2981,-9,"USA",2,19,4,1983,19,4,1983,1,1,2,-9,0,0,12,3,1,"4.01"
2982,-9,"USA",2,16,12,1982,16,12,1982,0,0,0,-9,0,0,0,1,1,"4.01"
2982,-9,"USR",365,16,12,1982,16,12,1982,1,0,0,-9,0,0,7,3,1,"4.01"
2984,-9,"UKG",200,9,9,1953,9,9,1953,0,0,0,-9,1,7,0,1,1,"4.01"
2984,-9,"CHN",710,9,9,1953,9,9,1953,1,0,0,-9,0,0,16,4,1,"4.01"
2986,-9,"CHN",710,10,7,1956,5,9,1956,0,0,0,-9,0,0,17,4,1,"4.01"
2986,-9,"TAW",713,10,7,1956,5,9,1956,1,1,2,-9,0,0,17,4,1,"4.01"
2987,-9,"CHN",710,24,8,1954,27,11,1955,0,0,0,-9,-9,-9,17,4,1,"4.01"
2987,-9,"TAW",713,24,8,1954,27,11,1955,1,1,2,-9,-9,-9,17,4,1,"4.01"
2988,-9,"UKG",200,24,5,1953,8,11,1953,0,0,0,-9,0,0,7,3,1,"4.01"
2988,-9,"TAW",713,24,5,1953,8,11,1953,1,1,2,-9,0,0,16,4,1,"4.01"
2989,-9,"UKG",200,25,9,1952,25,9,1952,0,0,0,-9,0,0,17,4,1,"4.01"
2989,-9,"CHN",710,25,9,1952,25,9,1952,1,0,0,-9,0,0,17,4,1,"4.01"
2991,-9,"UKG",200,13,2,1951,8,6,1951,0,0,0,-9,0,0,0,1,1,"4.01"
2991,-9,"CHN",710,13,2,1951,8,6,1951,1,0,0,-9,0,0,16,4,1,"4.01"
2992,-9,"UKG",200,18,3,1951,22,5,1951,0,0,0,-9,0,0,0,1,1,"4.01"
2992,-9,"TAW",713,18,3,1951,22,5,1951,1,1,2,-9,0,0,15,4,1,"4.01"
2995,-9,"JPN",740,10,3,1934,30,3,1934,0,0,0,-9,0,0,0,1,1,"4.01"
